10	1.04	10.4	2	2
50	1.04	10.4	2	2
100	1.04	10.4	2	2
500	1.04	10.4	2	2
1000	1.04	10.4	2	2
10000	1.08	10.8	0.5	5
40000	1.08	8.2	0.5	5
50000	1.08	6.8	0.5	5
70000	1.08	4.8	0.5	2
80000	1.08	4.24	0.5	2
90000	1.08	3.84	0.5	2
100000	1.08	3.52	0.5	2
500000	1.08	0.74	0.5	0.5
1000000 1.08	0.36	0.5	0.2
200000	1.08	1.84	0.5	2
300000	1.08	1.24	0.5	1
600000	1.08	0.66	0.5	0.5
700000	1.08	0.56	0.5	0.5
800000	1.08	0.5	0.5	0.5

